HP;Узел автоматической подачи оригиналов;PF2309-SVPNK;Узел автоматической подачи документов, в сборе;;;33190;hp\PF2309-SVPNK.jpg
HP;Узел автоматической подачи оригиналов;PF2309K106NI;Лоток подачи автоподатчика документов;;;3470;
HP;Узел автоматической подачи оригиналов;PF2309K131NI;Узел захвата бумаги из автоподатчика документов, в сборе;;;5721;hp\PF2309K131NI.jpg
HP;Узел автоматической подачи оригиналов;PF2309K133NI;Площадка отделения бумаги из автоподатчика документов;;;1613;hp\PF2309K133NI.jpg
HP;Подача и захват бумаги;CC493-67906;Ролик захвата бумаги из лотка ручной подачи;лоток 1;;1390;hp\CC493-67906.jpg
HP;Подача и захват бумаги;RL1-1937-000CN;Площадка отделения бумаги из лотка ручной подачи;лоток 1;;1178;hp\RL1-1937-000CN.jpg
HP;Подача и захват бумаги;RM1-5919-000CN;Узел захвата бумаги из кассеты, в сборе;;;5807;hp\RM1-5919-000CN.jpg
HP;Внутренние компоненты;CC493-67915;Главный редуктор, в сборе;;;18136;hp\CC493-67915.jpg
HP;Внутренние компоненты;CE265A;Контейнер для сбора отработанного тонера;Ресурс: до 36,000 стр.;;1520;hp\CE265A.jpg
HP;Внутренние компоненты;RC2-3983-030CN;Передний рычаг прижима картриджа;;;530;
HP;Внутренние компоненты;RK2-2418-000CN;Вентилятор;;;2731;hp\RK2-2418-000CN.jpg
HP;Внутренние компоненты;RM1-5589-000CN;Вентилятор картриджа;;;;
HP;Внутренние компоненты;RU6-2237-000CN;Пружина;;;365;
HP;Внутренние компоненты;WC2-5637-000CN;Механический переключатель;;;346;hp\WC2-5637-000CN.jpg
HP;Узел переноса;CC493-67908;Вал вторичного переноса заряда;;;2918;hp\CC493-67908.jpg
HP;Электронные компоненты;CC419-67901;Панель управления, в сборе;;;27692;hp\CC419-67901.jpg
HP;Электронные компоненты;CC424A;Выходной лоток на 900 листов, имеет 3 отсека;почтовые ящики;;;hp\CC424A.jpg
HP;Электронные компоненты;CC493-67914;Блок лазера;;;45023;
HP;Электронные компоненты;CE871-69005;Плата форматтера;;;;hp\CE871-69005.jpg
HP;Электронные компоненты;IR4068K309NI;Мотор сканера, в сборе;;;1842;
HP;Электронные компоненты;RK2-2415-000CN;Мотор переключения картриджей;;;3585;
HP;Электронные компоненты;RM1-4983-000CN;Мотор привода печки;;;7622;hp\RM1-4983-000CN.jpg
HP;Электронные компоненты;RM1-5521-010CN;Главный мотор;в аппарате 4 шт.;;14032;
HP;Электронные компоненты;RM1-5758-060CN;Плата контроллера напряжения;;;8367;
HP;Электронные компоненты;RM1-5764-010CN;Плата низковольтного питания;220В;;35844;
HP;Электронные компоненты;RM1-5777-000CN;Мотор привода узла переноса изображения;;;6272;
HP;Узел термозакрепления;CE247A;Печь, в сборе;220В / Ресурс: до 150,000 стр.;;16182;hp\CE247A.jpg
CET;Узел термозакрепления;LPR-CP3525;(CET6772) Прижимной вал;;;2004;hp\LPR-CP3525.jpg
CET;Узел термозакрепления;RM1-3131-FILM;(CET1559) Термоплёнка *смазка в комплекте;;;;hp\RM1-3131-FILM.jpg
CN;Узел термозакрепления;RM1-3146-FILM;Термоплёнка;;;2135;
CN;Узел термозакрепления;RM1-3146-HEAT;Нагревательный элемент узла термозакрепления;220В;;;
HP;Узел термозакрепления;RM1-5656-000CN;Узел привода узла термозакрепления, в сборе;для моделей с двухсторонней печатью;;9021;hp\RM1-5656-000CN.jpg
HP;Детали корпуса;RC2-4287-000CN;Передняя правая крышка;;;;
HP;Детали корпуса;RM1-5616-000CN;Левая петля планшетного сканера, в сборе;соединяет верхнюю крышку принтера и нижнюю часть сканера;;2661;
HP;Детали корпуса;RM1-5632-000CN;Лоток выхода бумаги;;;2846;hp\RM1-5632-000CN.jpg
HP;Детали корпуса;RM1-5928-000CN;Кассета на 500 листов;лоток 2, 3, 4, 5;;10223;
