Samsung;Подача и захват бумаги;JC33-00015B;Соленоид;;;491;
Samsung;Подача и захват бумаги;JC61-01716A;Основание; (внутренняя пластиковая часть) ролика захвата бумаги из лотка подачи;;240;samsung\JC61-01716A.jpg
Samsung;Подача и захват бумаги;JC61-01717A;Ролик захвата бумаги из лотка подачи;пластиковая часть, без резинового элемента;;290;samsung\JC61-01717A.jpg
Samsung;Подача и захват бумаги;JC66-00829A;Ось узла захвата бумаги из лотка подачи;;;270;samsung\JC66-00829A.jpg
Samsung;Подача и захват бумаги;JC66-01247A;Шестерня подачи в узле захвата бумаги;;;274;
Samsung;Подача и захват бумаги;JC66-01251A;Вал подачи бумаги;2 резинки на металлической оси;;552;samsung\JC66-01251A.jpg
Samsung;Подача и захват бумаги;JC69-00987A;Накладка площадки отделения бумаги из лотка подачи;;;84;
Samsung;Подача и захват бумаги;JC72-00382B;Подшипник вала подачи бумаги;;;266;samsung\JC72-00382B.jpg
Samsung;Подача и захват бумаги;JC73-00239A;Резиновый элемент на ролик захвата бумаги из лотка подачи;;;223;samsung\JC73-00239A.jpg
Samsung;Подача и захват бумаги;JC97-02664A;Узел захвата бумаги из основного лотка, в сборе;;;1958;samsung\JC97-02664A.jpg
Samsung;Подача и захват бумаги;JC97-02665A;Муфта узла захвата бумаги, в сборе;;;265;
Samsung;Подача и захват бумаги;JC97-02669A;Площадка отделения бумаги из лотка подачи, в сборе;;;309;
Samsung;Подача и захват бумаги;JC97-03443A;Ось узла захвата из основного лотка, в сборе;ролик захвата бумаги в комплекте;;724;
Samsung;Внутренние компоненты;3103-001085;Вентилятор;;;921;
Samsung;Внутренние компоненты;6107-001163;Пружина пластиковых прижимов в узле выхода бумаги;;;527;samsung\6107-001163.jpg
Samsung;Внутренние компоненты;6107-001167;Пружина сжатия;;;260;samsung\6107-001167.jpg
Samsung;Внутренние компоненты;JC31-00027A;Вентилятор;;;902;
Samsung;Внутренние компоненты;JC66-00804A;Шестерня мотора;139/83 зуба;;425;
Samsung;Внутренние компоненты;JC66-00806A;Шестерня привода картриджа;76/38/29 зубов;;274;
Samsung;Внутренние компоненты;JC66-01244A;Шестерня редуктора - привод узла термозакрепления;;;274;
Samsung;Внутренние компоненты;JC96-04033A;Главный редуктор, в сборе;мотор в комплекте;;3175;
Samsung;Внутренние компоненты;JG66-40003A;Шестерня ограничителей формата бумаги;;;268;
Smasung;Внутренние компоненты;JC66-00810A;Шестерня узла выхода бумаги;17 зубов;;;
Samsung;Узел переноса;JC66-01218A;Вал переноса заряда;;;451;samsung\JC66-01218A.jpg
Samsung;Узел переноса;JC72-00102A;Подшипник вала переноса заряда;левый;;34;
Samsung;Электронные компоненты;JC31-00068A;Главный мотор;;;2404;
Samsung;Электронные компоненты;JC44-00079A;Плата высоковольтного питания;;;3760;samsung\JC44-00079A.jpg
Samsung;Электронные компоненты;JC44-00102A;Плата импульсного питания;220В;;4246;samsung\JC44-00102A.jpg
Samsung;Электронные компоненты;JC92-01803A;Плата форматтера;;;4106;
Samsung;Электронные компоненты;JC96-04065A;Блок лазера;;;3832;
Xerox;Узел термозакрепления;1404-001373;Термистор;;;1071;
Samsung;Узел термозакрепления;4713-001212;Лампа нагрева тефлонового вала;230В / 750Вт / 8 x 284мм;;1040;
Samsung;Узел термозакрепления;JC61-00064A;Пружина пальца отделения;1 шт. / в узле 4 шт.;;282;
Samsung;Узел термозакрепления;JC61-00887A;Подшипник тефлонового вала;правый;;369;samsung\JC61-00887A.jpg
Samsung;Узел термозакрепления;JC61-00888A;Подшипник тефлонового вала;левый;;369;samsung\JC61-00888A.jpg
Samsung;Узел термозакрепления;JC61-01721A;Палец отделения бумаги от тефлонового вала;1 шт. / в аппарате 4 шт.;;417;
Samsung;Узел термозакрепления;JC66-00600A;Прижимной вал;тип A/B;Снято с производства;;samsung\JC66-00600A.jpg
Samsung;Узел термозакрепления;JC66-01254A;Шестерня привода тефлонового вала;;;354;samsung\JC66-01254A.jpg
Samsung;Узел термозакрепления;JC66-01256A;Тефлоновый вал;тип A/B;;1764;samsung\JC66-01256A.jpg
Samsung;Узел термозакрепления;JC66-10901A;Подшипник прижимного вала;;;140;samsung\JC66-10901A.jpg
Samsung;Узел термозакрепления;JC72-20902A;Пластиковый направляющий ролик;;;521;
Samsung;Узел термозакрепления;JC91-00981A;Печь, в сборе;220В;;5954;samsung\JC91-00981A.jpg
Samsung;Узел термозакрепления;4712-001032;Термостат;;;1142;
Smasung;Узел термозакрепления;JC66-00801A;Шестерня узла термозакрепления - выход бумаги;38/25 зубов;Снято с производства;;
Samsung;Детали корпуса;JC97-02239C;Обходной лоток подачи бумаги, в сборе;;;1042;samsung\JC97-02239C.jpg
Samsung;Детали корпуса;JC97-02654A;Крышка доступа к картриджу, в сборе;;;;
