CLT-C607S;https://profit-msk.ru/samsung/cartridges/clt-c607s.html;"Samsung CLX-9250 / 9252 / 9350 / 9352
(Тонер-картридж / 15,000 стр.)
Замена HP SS540A";-;-;500 ;9100 ;Hi-Black - 6070 от 74 
CLT-K606S;https://profit-msk.ru/samsung/cartridges/clt-k606s.html;"CLX-9250 / 9252 / 9350 / 9352
(Тонер-картридж / 25,000 стр.)";-;-;500 ;;-
CLT-M607S;https://profit-msk.ru/samsung/cartridges/clt-m607s.html;"CLX-9250 / 9350
(Тонер-картридж / 15,000 стр.)";-;-;500 ;;Hi-Black - 6070 от 6070 
CLT-R607C;https://profit-msk.ru/samsung/cartridges/clt-r607c.html;"CLX-9250 / 9252 / 9350 / 9352
(Драм-картридж / 75,000 стр.)";-;-;-;;-
CLT-R607K;https://profit-msk.ru/samsung/cartridges/clt-r607k.html;"CLX-9250 / 9252 / 9350 / 9352
(Драм-картридж / 75,000 стр.)";-;-;-;;-
CLT-R607M;https://profit-msk.ru/samsung/cartridges/clt-r607m.html;"CLX-9250 / 9252 / 9350 / 9352
(Драм-картридж / 75,000 стр.)";-;-;-;;-
CLT-R607Y;https://profit-msk.ru/samsung/cartridges/clt-r607y.html;"CLX-9250 / 9252 / 9350 / 9352
(Драм-картридж / 75,000 стр.)";-;-;-;;-
CLT-W606;https://profit-msk.ru/samsung/cartridges/clt-w606.html;"CLX-9250 / 9252 / 9350 / 9352
(Контейнер для отработанного тонера / 75,000 стр.)";-;-;-;;-
CLT-Y607S;https://profit-msk.ru/samsung/cartridges/clt-y607s.html;"CLX-9250 / 9350
(Тонер-картридж / 15,000 стр.)";-;-;500 ;;Hi-Black - 6070 от 6070 
CLT-C606S;https://profit-msk.ru/samsung/cartridges/clt-c606s.html;"CLX-9252 / 9350 / 9352
(Тонер-картридж / 20,000 стр.)";-;-;500 ;7749 ;-
CLT-M606S;https://profit-msk.ru/samsung/cartridges/clt-m606s.html;"CLX-9252 / 9350 / 9352
(Тонер-картридж / 20,000 стр.)";-;-;500 ;7749 ;-
CLT-Y606S;https://profit-msk.ru/samsung/cartridges/clt-y606s.html;"CLX-9252 / 9350 / 9352
(Тонер-картридж / 20,000 стр.)";-;-;500 ;7749 ;-
